~datetime~content~title~src~主题~行业
0~2024-08-11 23:58:38~沙特证交所全股指数收收涨0.90%，报11771.69点。沙特阿美收涨0.72%，报27.95沙特里亚尔。卡塔尔证交所指数收涨0.24%，科威特证交所超级市场价格回报指数收涨0.66%。埃及证交所EGX 30指数收涨2.72%，报29532.67点，逼近4月17日收盘位29667.71点。~~新浪财经~美股~证券
1~2024-08-11 23:47:41~【二季度商业银行净息差止跌 专家预计后续将进一步企稳】总体来看，今年上半年，银行业总资产保持增长。我国银行业金融机构本外币资产总额433.1万亿元，同比增长6.6%。其中，大型商业银行本外币资产总额185.1万亿元，同比增长7.9%，占比42.7%；股份制商业银行本外币资产总额72.1万亿元，同比增长3.7%，占比16.7%。~~新浪财经~经济数据~多元金融
12~2024-08-11 23:02:50~【管涛：若美国经济果真陷入衰退，当前或成为2022年以来人民币调整的拐点】中银证券全球首席经济学家管涛的文章称，7月25日以来，境内外人民币汇率交易价大幅反拉，并于8月5日创下这轮反弹的高点。这波行情的走向引发了市场热议。笔者认为，以史为鉴，若美国经济果真陷入衰退，将导致美联储大幅降息、美元趋势性走弱，当前或成为2022年以来人民币调整的拐点；若美国经济不衰退，则这次将打破前期单边走势，酝酿新一轮的双向波动。（一财）~~新浪财经~外汇~贵金属
13~2024-08-11 23:02:50~【管涛：若美国经济果真陷入衰退，当前或成为2022年以来人民币调整的拐点】中银证券全球首席经济学家管涛的文章称，7月25日以来，境内外人民币汇率交易价大幅反拉，并于8月5日创下这轮反弹的高点。这波行情的走向引发了市场热议。笔者认为，以史为鉴，若美国经济果真陷入衰退，将导致美联储大幅降息、美元趋势性走弱，当前或成为2022年以来人民币调整的拐点；若美国经济不衰退，则这次将打破前期单边走势，酝酿新一轮的双向波动。（一财）~~新浪财经~外汇~贵金属
14~2024-08-11 22:48:53~【继万达轴承之后的“920第二股”来了】 太湖远大是下半年发行的第一只北交所新股，也是继万达轴承之后的“920第二股”，其代码为920118。太湖远大也采用直接定价方式，发行价格17.00元/股，市盈率11.80倍，将于8月13日开启打新，8月16日公布发行结果。（上证报）~~新浪财经~A股~房地产
15~2024-08-11 22:48:39~【巴黎奥运会中国体育代表团：中国赢得对美反兴奋剂斗争的阶段性胜利】巴黎奥运会中国体育代表团副团长刘国永：坚守正道，中国体育代表团在五环旗下，面对美方极限施压，稳善处理中国游泳运动员曲美他嗪事件，取得了阶段性胜利，用实力赢得世界的尊重。代表团采取一系列措施，保护运动员合法权益，保障代表团运动员备战参赛不受干扰：与国际奥委会、世界反兴奋剂机构、世界泳联等全球反兴奋剂领域利益相关方团结一致，多方坚决反对体育政治化和美实施“长臂管辖”，有力维护了国际奥林匹克大家庭的团结；中国体育代表团始终保持定力，不断加强“拿干净金牌的反兴奋剂生态体系”建设的内部稳定性，用安全、干净、优异成绩予以最坚决的回击；中国游泳运动员面对高频次的赛前兴奋剂检查，始终遵守国际规则，积极配合检查，从未查出1例阳性，展现了中国运动员良好的个人素养和精神风貌，赢得了广泛尊重和认可；中国反兴奋剂中心立足自身，坚持独立、公正、专业、权威开展工作，顺利通过世界反兴奋剂机构现场合规性评审；相关媒体和爱国人士尊重事实，理智发声，对污蔑中国运动员的言论予以有力驳斥，为中国体育代表团打赢这场和平时期的战争提供了强大助力。相信经历过这次事件，全球体育界对反兴奋剂的认识和重视将进一步提升，反对体育政治化的共识也将进一步深化。中国政府将一如既往积极推进反兴奋剂斗争，支持世界反兴奋剂机构在全球范围内实施独立、公平、一致和有效的治理，坚决维护运动员的身心健康，维护公平公正的竞赛环境，致力于推进全球反兴奋剂命运共同体，为全球统一的反兴奋剂斗争作出积极贡献。（中国体育报）~~新浪财经~~化学制药
16~2024-08-11 22:47:57~【超级充电站落户北京】 近日，国网北京市电力公司首批建设的两家超级充电站在北京投入运营。超级充电站建有400千瓦以上的超级快充主机柜，配备超级快充充电桩以及液冷充电枪，日充电能力最高可达300车次，为电动车主提供更高效、更快捷的绿色出行充电服务。（新华社）~~新浪财经~政策~电网设备
17~2024-08-11 22:43:20~【新华时评：美国对华加征关税何其不得人心】美国贸易代表办公室近日推迟原定于8月1日生效的对华新加征关税措施，表示将继续审阅公众意见。从数百家公司、行业协会等已提交的1000多份意见来看，反对对华新加征关税的人占大多数，他们列举的理由包括扰乱全球贸易秩序、提高成本并损害企业和消费者利益、无法寻求替代产品、减少就业、削弱企业竞争优势、损害公共卫生、影响航运业等。由此可见，美国对华加征关税之举何其不得人心。透过这些意见书，从生产、消费再到就业，对华加征关税对美国公众的影响显而易见。众声反对的根本原因在于，对华加征关税违背了美国经济发展的真实需求，忽略了真正的社情民意。美国政府应听一听来自业界的真实声音，停止滥用单边贸易措施，立即取消对华加征关税，尽快回到以规则为基础的多边贸易体制中来。对华加征关税，损人害己，得到的是骂名，失去的是人心和竞争力。（新华社）~~新浪财经~政策~消费电子
18~2024-08-11 22:33:04~"【新疆升级发布暴雨橙色预警】新疆维吾尔自治区气象台2024年8月11日21时47分将暴雨蓝色升级为暴雨橙色预警信号：目前，伊犁河谷、博州、昌吉州、阿克苏地区等地的局部区域3小时累计降雨量已达25~58毫米。预计今天夜间，上述地区和塔城地区南部、乌鲁木齐市山区、巴州北部山区等地的局部区域仍将有25~50毫米的暴雨。山区局地发生山洪和泥石流、山体滑坡等地质灾害的气象风险等级高，需加强防范。（央视）"~~新浪财经~灾害事故~保险
19~2024-08-11 22:30:19~【钟睒睒罕见受访：对自己的结局非常有信心，接班人现在还需要保密】8月10日晚间，央视《对话》节目以《钟睒睒：理想主义的疯子》为主题，对话农夫山泉创始人钟睒睒。 围绕“首富”、“网暴”、“流量”、“卷”等标签，以及重推纯净水、继承人等问题，钟睒睒在访谈中一一回应解答。在访谈最后，谈及钟睒睒最想撕掉什么标签时，他表示，希望自己是一个理想主义者，“既然给你贴上了标签，那一定有它内在的道理，你就慢慢去消化，你不要去撕掉。” 对于坊间传闻“农夫山泉可能会传给美国籍的二代，未来可能不是中国企业”的真假，钟睒睒在访谈中也再次回应称，“我认为农夫山泉永远都是一个优秀的中国企业，我再重复一遍，农夫山泉永远属于中国，所以农夫山泉的股权结构非常简单，价值链非常短，没有什么群岛公司。” “所有权我不会在开始时没有考虑到，一定是考虑得非常清楚，但现在不能清晰，这是惯例。”对于所有权接班等问题，钟睒睒表示，农夫山泉是大公司，所有大公司为了让机体永远处于竞争阶段，所要的保密，所有人都觉得我是有机会的，“我认为他们的能力让我看起来我可以放心了，我就可以交这个棒了。”(澎湃新闻)~~新浪财经~~农化制品
20~2024-08-11 22:27:34~据以色列时报：以色列无人机在黎巴嫩南部城镇泰贝对一辆摩托车发动袭击，造成两人伤亡。~~新浪财经~~游戏
21~2024-08-11 22:26:24~【阿富汗喀布尔西部传出爆炸声 已致1死11伤】当地时间8月11日，阿富汗首都喀布尔西部一加油站附近传出爆炸声。目前爆炸原因尚不清楚。事件发生后，阿富汗喀布尔警方发言人哈立德·扎德兰（Khalid Zadran）证实，有1人在该事件中死亡，另有11人受伤，目前阿富汗安全部队已抵达事发地区进行调查。~~新浪财经~灾害事故~油气开采及服务
22~2024-08-11 22:25:58~【科大讯飞：汽车智能化产品合作已覆盖90%以上的中国主流自主品牌和合资品牌车厂】科大讯飞8月11日在互动平台表示，公司面向汽车智能化及数字化领域建立了全面的产品服务体系，提供包括智能交互、智能音效、智能座舱、智能驾驶等场景解决方案，公司汽车智能化产品合作已覆盖90%以上的中国主流自主品牌和合资品牌车厂，包括比亚迪、蔚来、理想、零跑、智己、极氪等新能源汽车品牌。~~新浪财经~公司~消费电子
23~2024-08-11 22:21:23~【中国体育代表团总结巴黎奥运会表现：获得40金、27银、24铜共91枚奖牌，取得境外参赛历史最好成绩】巴黎奥运会中国体育代表团副团长周进强：中国体育代表团取得优异成绩，完成续写了中国竞技体育辉煌的光荣使命。中国体育代表团参赛运动员404人，共参加了30个大项42个分项232个小项的比赛，在11个大项14个分项上获得40金、27银、24铜共91枚奖牌，取得了我国1984年全面参加夏季奥运会以来境外参赛历史最好成绩。（中国奥林匹克委员会）~~新浪财经~人物~教育
24~2024-08-11 22:19:30~【约旦国王：落实“两国方案”是确保中东地区安全的唯一途径】当地时间8月11日，约旦国王阿卜杜拉二世会见了到访的美国国会助理代表团一行。双方就地区局势发展等问题进行讨论。阿卜杜拉二世表示，必须尽最大努力缓解地区紧张局势，推动加沙地带实现全面停火，避免中东地区局势失控、滑向区域战争。他强调，只要加沙冲突持续，地区就将继续面临冲突扩大的风险，地区的稳定就会受到威胁，因此必须加强国际努力，推动加沙停火。他重申，不允许任何人将约旦作为战场，也不允许约旦人的生命受到威胁。他强调，必须找到一个政治前景，基于“两国方案”实现公正和全面的和平，这是确保巴勒斯坦人、以色列人以及整个地区安全的唯一途径。他还强调，国际社会必须继续支持联合国近东巴勒斯坦难民救济和工程处，以使其能够根据联合国任务，为该地区的数百万巴勒斯坦人提供人道主义服务。~~新浪财经~地缘局势~油气开采及服务
25~2024-08-11 22:19:05~俄罗斯国防部8月11日发布消息称，俄罗斯航空兵、炮兵和无人机部队摧毁了三套爱国者导弹发射系统和一套雷达站。~~新浪财经~~自动化设备
26~2024-08-11 22:10:57~【藏格矿业：巨龙铜矿二期项目预计2026年一季度实现试生产】藏格矿业今日在业绩说明会上表示，巨龙铜矿二期改扩建工程项目已经获得有关部门核准。项目预计2026年一季度实现试生产，达产后一二期合计年采选矿石量将超过1.1亿吨，年矿产铜将达30万—35万吨，成为国内采选规模最大、全球本世纪投产的采选规模最大的单体铜矿山。（证券时报）~~新浪财经~贵金属~煤炭开采加工
27~2024-08-11 22:09:57~【秘鲁南部阿雷基帕省发生4.4级地震】据秘鲁地球物理研究所国家地震中心发布的消息，当地时间8月11日上午8时33分，秘鲁南部阿雷基帕省卡马纳附近发生4.4级地震，震源深度为63公里。尽管震感明显，但目前尚无人员伤亡或财产损失的报告。~~新浪财经~灾害事故~房地产
28~2024-08-11 22:06:13~【安徽阜阳：鼓励房企开展特价房营销】安徽省阜阳市房屋管理局近日发布《我市进一步优化政策措施促进房地产业高质量发展》，涉及公积金贷款、购房首付、购房补贴等。阜阳市提出，鼓励房企促销让利。鼓励房地产开发企业采取买房送家电、送装修、送车位、送旅游券、送购物券以及特价房等措施，开展营销。(中国房地产网)~~新浪财经~政策~房地产
29~2024-08-11 22:02:20~【华尔街分析师料金价横盘，普通投资者继续看涨】本周，日元套利交易的平仓和对美国经济衰退的担忧共同推动风险资产大幅走低，拖累金价随之下跌。随后，金价从低点反弹。贵金属网站Kitco调查显示，大多数行业分析师预测下周金价将出现横盘走势，而大多数普通交易者预计金价将上涨。参与调查的10位分析师中，6人（占60%）预计未来一周金价将呈横盘走势，而其余4人认为下周金价将进一步上涨，没有人预测价格会下跌。在线上调查中，共有210人投票，130人（占62%）预计下周金价将上涨，45人（占21%）预计走低，35人（占17%）预计盘整。~~新浪财经~贵金属~贵金属
30~2024-08-11 22:00:05~【古尔曼：苹果正追赶 AI 赛道先驱，未来 3 年内 Apple Intelligence 不会收费】科技记者马克.古尔曼称，虽然苹果公司计划效仿 iCloud+ 订阅服务的形式，将部分 Apple Intelligence 人工智能功能转变为高达 20 美元 / 月的付费服务，但我们至少在 3 年内不会看到该公司进行相关操作。古尔曼今天表示，苹果公司并不会立刻为 Apple Intelligence 功能进行收费，这是因为该公司目前提供的 AI 功能尚存在进步空间，当下苹果正追赶赛道上的先驱者，如果该公司对旗下 AI 功能收费，那么将是“愚蠢的举动”，古尔曼认为苹果公司至少需要 3 年才能开发出“值得收费的东西”。~~新浪财经~~IT服务
31~2024-08-11 21:59:19~据德国世界报：在巴黎奥运会还有几个小时闭幕之际，一名男子爬上了埃菲尔铁塔。巴黎安全部门已疏散了埃菲尔铁塔。~~新浪财经~~游戏
32~2024-08-11 21:56:23~【因刹车灯故障，现代在美国召回逾3.8万辆汽车】8月11日，据美国国家公路交通安全管理局（NHTSA）披露，现代汽车将召回部分2024款现代索纳塔汽车，共计38,331辆。召回原因为：制动时刹车灯闪烁，可能会使道路上其他车辆驾驶员感到困惑，从而增加碰撞风险。经销商将免费更新后刹车灯软件。~~新浪财经~灾害事故~保险
33~2024-08-11 21:54:41~【乌能源部称多地遭袭致超2.1万用户断电】乌克兰能源部当地时间8月11日通报称，因遭到俄军袭击，乌克兰多地有超过21000名用户断电，其中哈尔科夫等地受影响最为严重。目前俄罗斯方面暂无回应。（央视新闻）~~新浪财经~灾害事故~电网设备
34~2024-08-11 21:52:13~【中信建投：守住胜率资产 等待进攻信号】中信建投认为，近期美国衰退预期发酵，日元套息交易逆转，短期海外市场出现了拥挤交易的爆破，但尚未出现“流动性危机”，美国经济也离衰退尚有距离，短期市场或趋于稳定。近期海外动荡影响人民币汇率走势，总体看我们认为人民币兑美元汇率贬值压力显著下降，货币宽松空间进一步打开。“胜率资产”中，红利风格仍然是重点关注方向和底仓品种。在当前企业盈利预期下修，海外“动荡期”尚未结束，国内机构面临资产荒的背景下，以电力、电信运营商、国有大行、高速公路为代表的稳定红利类由于其防御性优势，仍然应该作为主要的底仓品种。“赔率资产”，重点关注受益于扩内需政策的方向与成长性行业。包括：教育、游戏、互联网、地产、汽车、家电、军工、医药等。~~新浪财经~外汇~证券
35~2024-08-11 21:52:02~【国鹏投资主管人员被终身禁入市场，今年以来有近300家私募被监管“点名”】 近日，中国证券监督管理委员会北京监管局发布了对国鹏投资管理有限公司总经理杨保龙的行政处罚决定书。据悉，国鹏投资曾因挪用基金财产等多项违法违规行为被处罚，杨保龙作为其主管人员不仅被处以警告罚款，并被终身禁入市场。~~新浪财经~基金~房地产
36~2024-08-11 21:48:19~【美国马里兰州一房屋发生爆炸 至少1人死亡】当地时间8月11日，美国马里兰州巴尔的摩东北部城镇贝莱尔（Bel Air）的一所房屋发生爆炸，造成至少1人死亡。目前，消防人员正在废墟中搜寻其他受害者，案件还在进一步调查中。~~新浪财经~灾害事故~房地产
37~2024-08-11 21:48:07~据以色列时报：以色列战机袭击了黎巴嫩南部的几个真主党据点。~~新浪财经~~机场航运
38~2024-08-11 21:44:52~【藏格矿业：考虑到钾肥大合同已签订叠加秋耕对钾肥的需求 钾肥价格后续有望企稳】藏格矿业(000408)今日在业绩说明会上表示，2024年一季度，受港口库存高及下游采购意愿低迷影响，氯化钾外部市场价格下滑；进入二季度，下游需求逐步释放，港口到货量有所回落的背景下，氯化钾价格走强。考虑到钾肥大合同已签订叠加秋耕对钾肥的需求，钾肥价格后续有望企稳。~~新浪财经~石油~房地产
39~2024-08-11 21:38:54~【直击报废车违规拆解现场：三小时完成切割、造假、发货全流程】 一位商家带领记者来到了连云港东海县桃林镇桃北村二组的一位农户家中，这里距离东海循环经济产业园不到2公里。进入院落，记者发现，在这个没有任何废气处理装置、废水处理设施，用围栏随意围起来的空地上，工人们正在对一辆大型报废货车进行现场切割。没有专业设备、没有环保措施，操作过程中，车架上不时燃起明火。不到半小时，一辆报废汽车的发动机和变速箱被整体切割拆下来。 商家还告诉记者，如果担心这台发动机上的编号有麻烦，他们还可以更换发动机号。于是，记者又随商家回到了东海县循环经济产业园，亲眼看着工人将一个崭新的发动机号刻印在了这台2017年出厂的发动机上。这样，原本为460型号的发动机，摇身一变，成为一台510型号的发动机。（央视财经）~~新浪财经~~工程机械
40~2024-08-11 21:38:07~"【下周大事提醒】
中国7月规模以上工业增加值、失业率等一系列宏观经济数据，70城房价，社融和人民币贷款数据，美国7月CPI和PPI，欧元区、英国、日本等二季度GDP，特朗普接受马斯克采访，以色列恢复加沙停火谈判，超微电脑年度开放存储峰会(英伟达、AMD等芯片巨头均参加)......
8月12日(周一)：
日本股市因山之日假期休市一日；特朗普接受马斯克采访；万华化学、腾讯音乐、贝壳公布财报
8月13日(周二)：
20:30 美国7月PPI同比
工业富联公布财报
8月14日(周三)：
01:15 2024年FOMC票委、亚特兰大联储主席博斯蒂克就经济发表讲话
10:00 新西兰联储公布利率决议
14:00 英国7月CPI同比
15:00 鸿海集团将举行第二季法人说明会
17:00 欧元区二季度GDP同比修正值
20:30 美国7月CPI同比
超微电脑启动年度开放存储峰会，等芯片巨头均参加；阿里巴巴、京东集团、腾讯控股、思科公布财报
8月15日(周四)：
07:50 日本二季度实际GDP平减指数同比初值
09:20 中国MLF续作
09:30 国家统计局公布70个大中城市住宅销售价格月度报告
10:00 中国7月规模以上工业增加值、社会消费品零售总额、1-7月全国房地产开发投资、1-7月城镇固定资产投资、中国7月城镇调查失业率
14:00 英国二季度GDP修正值
16:00 挪威央行公布利率决议
21:10 2025年FOMC票委、圣路易联储主席穆萨莱姆就美国经济和货币政策发表讲话
韩国股市因解放日假期休市一日；以色列恢复加沙停火谈判；京东物流、李宁、沃尔玛公布财报
8月16日(周五)：
16:30 香港二季度GDP
海康威视、中兴通讯、江苏银行公布财报
待定：中国1-7月社会融资规模增量；1-7月新增人民币贷款；7月M2同比"~~新浪财经~经济数据~房地产
41~2024-08-11 21:29:06~【军创企业广西投资洽谈热情高 签约项目总投资逾17亿元】8月9日至11日，第三届广西退役军人创业创新大赛、第四届广西退役军人创业创新成果交流暨“投资广西”招商推介会在南宁国际会展中心举行，为广大退役军人与投资人牵线搭桥。活动期间，“投资广西”招商推介会上共有20余个项目达成签约，投资总额达17亿余元人民币，主要涉及中药材贸易加工、教育培训、农业与农产品深加工、食品加工等行业。（中国新闻网）~~新浪财经~政策~房地产
42~2024-08-11 21:22:56~科技记者马克·古尔曼：预计苹果会推出一款可折叠iPhone，但所有内部迹象都表明，可折叠iPad同样是重中之重，这意味着平板电脑版本可能会更早出现。~~新浪财经~~通用设备
43~2024-08-11 21:22:50~【加沙地带媒体办公室：以军事行动已致加沙超600名教师及学者死亡】加沙地带媒体办公室负责人当地时间8月11日下午表示，统计数据显示，以色列在加沙地带的军事行动已“摧毁”超过百所学校，并造成加沙地带100多名大学教授及学者和500多名中小学教师死亡。目前以色列方面未对这一消息做出回应。（央视新闻）~~新浪财经~灾害事故~教育
44~2024-08-11 21:22:35~美国总统拜登：以色列与哈马斯停火是可能的，但看到地区战争风险。~~新浪财经~地缘局势~游戏
45~2024-08-11 21:19:16~【零跑汽车：7月新增门店37家，全国门店数达665家】8月11日，零跑汽车宣布，2024年7月新增门店37家。截至2024年7月31日，零跑汽车在全国共有665家门店。~~新浪财经~政策~互联网电商
46~2024-08-11 21:18:57~据以色列时报：一名男子在约旦河西岸的枪击事件中丧生，以色列国防军正在追捕恐怖分子。~~新浪财经~~游戏
47~2024-08-11 21:18:53~"【古尔曼：苹果将在明年推出新款iPhone SE，以及iPhone ""Air""】科技记者马克·古尔曼称，明年iPhone产品线肯定会有更大的变动。苹果(AAPL.O)公司最早将于2025年初推出新款iPhone SE，这是自2022年以来首次升级其低端手机。这款手机看起来很像iPhone 14，配备一个更清晰的OLED显示屏。可以预期它配备苹果智能（Apple Intelligence）。如果苹果能把新iPhone SE的价格降到500美元左右，它可能会很畅销。而主要产品线的选择将减至3款：标准版iPhone、Pro和Pro Max。多年来，苹果一直在寻找能够引起消费者共鸣的第四种手机，但iPhone 12 mini和iPhone 14 Plus在很大程度上都是失败的。明年，苹果将再次尝试第四款概念机，这次的方法是更薄的设计。苹果的想法是打造一款类似iPhone的“Air”版本，介于iPhone 17和iPhone 17 Pro之间。最恰当的比较可能是十多年前的第一代MacBook Air，它介于普通MacBook和MacBook Pro之间。"~~新浪财经~~消费电子
48~2024-08-11 21:15:55~【一渔船在黄海海域失联 请注意避让并搜寻救助】8月11日，青岛海事局发布消息：据报一渔船“鲁乳渔51123”在36-30N/122-20E附近失联。请航经上述水域的船舶注意避让并搜寻救助。任何发现请联系青岛市海上搜救中心（电话：053212395）。（央视新闻）~~新浪财经~~机场航运
49~2024-08-11 21:15:13~美国总统拜登：退出2024年竞选是要避免对民主党造成“干扰”。~~新浪财经~政策~保险
50~2024-08-11 21:13:44~美国总统拜登：一些国会民主党人担心我会损害他们的机会。~~新浪财经~美股~保险
51~2024-08-11 21:12:04~【瑞幸咖啡向易烊千玺道歉：在线客服自动回复出现错别字，已及时更改】8月11日晚，瑞幸咖啡官方客服发布致歉信：“近日，由于在线客服就瑞幸咖啡全球品牌代言人易烊千玺的提问中，自动回复出现错别字，在此诚恳向易烊千玺先生道歉，向大家道歉。收到反馈后，团队第一时间向代言人及经纪团队致歉，错别字已及时更改。”~~新浪财经~~文化传媒
52~2024-08-11 21:10:31~【中交集团与深交所签署战略合作协议】8月8日，中交集团与深圳证券交易所在深圳签署战略合作协议。根据协议，双方将加强沟通交流，合力提升上市企业发展质量，共同支持利用多元化融资渠道搭建产融服务平台，建立全方位、多层次、长期稳定、合作互惠的战略合作关系。~~新浪财经~A股~证券
53~2024-08-11 21:07:35~【河北省委统战部常务副部长和春军接受审查调查】中央纪委国家监委网站8月11日通报， 据河北省纪委监委消息：河北省委统战部常务副部长和春军涉嫌严重违纪违法，目前正接受河北省纪委监委纪律审查和监察调查。~~新浪财经~政策~教育
54~2024-08-11 21:04:36~【俄外交部：俄武装力量将很快会对乌克兰打击俄罗斯地区作出强硬回应】俄罗斯外交部发言人玛丽亚·扎哈罗娃表示，俄罗斯武装力量将很快会对乌克兰武装部队袭击俄罗斯地区平民作出强硬回应。扎哈罗娃说：“我们毫无疑问要让这些罪行的策划者和执行者及其国外的保护人将为此承担责任。俄罗斯武装力量将很快作出强硬回应。”~~新浪财经~~游戏
